match_id,competition,season,match_date,home_team,away_team,home_score,away_score,competition_stage,minute,second,period,is_shootout,player_name,player_id,team_name,goalkeeper_name,body_part,technique,outcome,xg,end_x,end_y,end_z,shot_zone_horizontal,shot_zone_vertical,shot_zone,has_freeze_frame,gk_y_offset,gk_depth,ff_defenders,ff_teammates,taker_y_offset,penalty_id
68313,La Liga,2004/2005,2004-10-24,Barcelona,Osasuna,3,0,Regular Season,43,38,1,False,Ronaldo de Assis Moreira,25879,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,36.5,0.6,Left,Low,Bottom-Left,0,,,,,,68313_43_38
68317,La Liga,2005/2006,2005-10-01,Barcelona,Real Zaragoza,2,2,Regular Season,78,40,2,False,Ronaldo de Assis Moreira,25879,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,36.9,0.4,Left,Low,Bottom-Left,0,,,,,,68317_78_40
69164,La Liga,2005/2006,2005-10-26,Barcelona,Málaga,2,0,Regular Season,80,9,2,False,Ronaldo de Assis Moreira,25879,Barcelona,Francesc Arnau,Right Foot,Normal,Goal,0.7835,120.0,36.4,2.4,Left,High,Top-Left,1,-0.3,0.5,0.0,0.0,0.0,69164_80_9
68354,La Liga,2005/2006,2005-11-27,Barcelona,Racing Santander,4,1,Regular Season,3,6,1,False,Ronaldo de Assis Moreira,25879,Barcelona,Dudú Aouate,Right Foot,Normal,Saved,0.7835,119.2,38.1,0.4,Left,Low,Bottom-Left,1,-0.1,0.3,0.0,0.0,0.0,68354_3_6
68354,La Liga,2005/2006,2005-11-27,Barcelona,Racing Santander,4,1,Regular Season,56,7,2,False,Ronaldo de Assis Moreira,25879,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,36.7,2.0,Left,High,Top-Left,0,,,,,,68354_56_7
68354,La Liga,2005/2006,2005-11-27,Barcelona,Racing Santander,4,1,Regular Season,70,28,2,False,Francisco Javier Casquero Paredes,26144,Racing Santander,,Right Foot,Normal,Goal,0.7835,119.9,42.7,0.2,Right,Low,Bottom-Right,0,,,,,,68354_70_28
68322,La Liga,2005/2006,2005-12-17,Cádiz,Barcelona,1,3,Regular Season,47,1,1,False,Samuel Eto''o Fils,19298,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,37.2,1.0,Left,Mid,Mid-Left,0,,,,,,68322_47_1
68342,La Liga,2005/2006,2006-01-15,Barcelona,Athletic Club,2,1,Regular Season,37,55,1,False,Ronaldo de Assis Moreira,25879,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,42.5,0.3,Right,Low,Bottom-Right,0,,,,,,68342_37_55
68324,La Liga,2005/2006,2006-01-22,Barcelona,Deportivo Alavés,2,0,Regular Season,68,36,2,False,Ronaldo de Assis Moreira,25879,Barcelona,Franco Costanzo,Right Foot,Normal,Off T,0.7835,120.0,35.5,1.7,Left,Mid,Mid-Left,1,0.0,0.3,0.0,0.0,0.1,68324_68_36
68351,La Liga,2005/2006,2006-02-25,Real Zaragoza,Barcelona,0,2,Regular Season,79,2,2,False,Ronaldo de Assis Moreira,25879,Barcelona,César Sánchez Domínguez,Right Foot,Normal,Goal,0.7835,120.0,43.3,0.3,Right,Low,Bottom-Right,1,0.3,0.4,0.0,0.0,0.0,68351_79_2
68340,La Liga,2006/2007,2006-09-17,Racing Santander,Barcelona,0,3,Regular Season,91,28,2,False,Ronaldo de Assis Moreira,25879,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,43.6,0.6,Right,Low,Bottom-Right,0,,,,,,68340_91_28
68329,La Liga,2006/2007,2006-10-15,Barcelona,Sevilla,3,1,Regular Season,27,22,1,False,Ronaldo de Assis Moreira,25879,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,43.6,0.3,Right,Low,Bottom-Right,0,,,,,,68329_27_22
69174,La Liga,2006/2007,2006-11-04,RC Deportivo La Coruña,Barcelona,1,1,Regular Season,39,31,1,False,Ronaldo de Assis Moreira,25879,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,43.5,0.2,Right,Low,Bottom-Right,0,,,,,,69174_39_31
69174,La Liga,2006/2007,2006-11-04,RC Deportivo La Coruña,Barcelona,1,1,Regular Season,72,18,2,False,Fabián Larry Estoyanoff Poggio,25947,RC Deportivo La Coruña,,Right Foot,Normal,Saved,0.7835,119.3,43.1,0.4,Right,Low,Bottom-Right,0,,,,,,69174_72_18
69154,La Liga,2006/2007,2007-02-11,Barcelona,Racing Santander,2,0,Regular Season,25,54,1,False,Ezequiel Marcelo Garay,6891,Racing Santander,Víctor Valdés Arribas,Right Foot,Normal,Saved,0.7835,119.6,37.0,0.6,Left,Low,Bottom-Left,1,-0.1,0.4,0.0,0.0,-0.2,69154_25_54
68334,La Liga,2006/2007,2007-03-03,Sevilla,Barcelona,2,1,Regular Season,28,49,1,False,Ronaldo de Assis Moreira,25879,Barcelona,Andrés Palop Cervera,Right Foot,Normal,Saved,0.7835,119.3,38.7,0.6,Center,Low,Bottom-Center,1,-0.3,0.8,0.0,0.0,0.0,68334_28_49
68335,La Liga,2006/2007,2007-03-10,Barcelona,Real Madrid,3,3,Regular Season,12,55,1,False,Ruud van Nistelrooy,19729,Real Madrid,,Right Foot,Normal,Goal,0.7835,120.0,42.4,0.1,Right,Low,Bottom-Right,0,,,,,,68335_12_55
69159,La Liga,2006/2007,2007-04-15,Barcelona,Mallorca,1,0,Regular Season,30,3,1,False,Jonás Manuel Gutiérrez,25997,Mallorca,Víctor Valdés Arribas,Right Foot,Normal,Saved,0.7835,118.8,38.1,0.3,Left,Low,Bottom-Left,1,-0.2,1.1,0.0,0.0,0.1,69159_30_3
69162,La Liga,2006/2007,2007-05-13,Barcelona,Real Betis,1,1,Regular Season,4,53,1,False,Ronaldo de Assis Moreira,25879,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,37.5,2.3,Left,High,Top-Left,0,,,,,,69162_4_53
69169,La Liga,2007/2008,2007-09-02,Barcelona,Athletic Club,3,1,Regular Season,34,15,1,False,Ronaldo de Assis Moreira,25879,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,36.4,0.1,Left,Low,Bottom-Left,0,,,,,,69169_34_15
69148,La Liga,2007/2008,2007-09-22,Barcelona,Sevilla,2,1,Regular Season,79,43,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,43.3,0.2,Right,Low,Bottom-Right,0,,,,,,69148_79_43
69151,La Liga,2007/2008,2007-09-29,Levante UD,Barcelona,1,4,Regular Season,71,58,2,False,Emilio José Viqueira Moure,26399,Levante UD,Víctor Valdés Arribas,Right Foot,Normal,Goal,0.7835,120.0,43.5,0.2,Right,Low,Bottom-Right,1,0.0,0.8,0.0,0.0,0.3,69151_71_58
68364,La Liga,2007/2008,2007-10-20,Villarreal,Barcelona,3,1,Regular Season,12,58,1,False,Marcos Antonio Senna da Silva,20135,Villarreal,,Right Foot,Normal,Goal,0.7835,120.0,41.8,1.2,Right,Mid,Mid-Right,0,,,,,,68364_12_58
68364,La Liga,2007/2008,2007-10-20,Villarreal,Barcelona,3,1,Regular Season,34,18,1,False,Marcos Antonio Senna da Silva,20135,Villarreal,,Right Foot,Normal,Goal,0.7835,120.0,40.2,0.2,Center,Low,Bottom-Center,0,,,,,,68364_34_18
69158,La Liga,2007/2008,2007-10-28,Barcelona,Almería,2,0,Regular Season,80,28,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,41.8,1.5,Right,Mid,Mid-Right,0,,,,,,69158_80_28
69184,La Liga,2007/2008,2007-11-24,Barcelona,Recreativo Huelva,3,0,Regular Season,81,0,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,37.4,0.2,Left,Low,Bottom-Left,0,,,,,,69184_81_0
69170,La Liga,2007/2008,2007-12-09,Barcelona,RC Deportivo La Coruña,2,1,Regular Season,40,6,1,False,Ronaldo de Assis Moreira,25879,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,43.5,0.2,Right,Low,Bottom-Right,0,,,,,,69170_40_6
69182,La Liga,2007/2008,2008-02-16,Real Zaragoza,Barcelona,1,2,Regular Season,42,34,1,False,Diego Alberto Milito,19294,Real Zaragoza,Víctor Valdés Arribas,Right Foot,Normal,Off T,0.7835,120.0,39.0,3.5,Center,High,Top-Center,1,-0.6,0.2,0.0,0.0,0.0,69182_42_34
69182,La Liga,2007/2008,2008-02-16,Real Zaragoza,Barcelona,1,2,Regular Season,82,56,2,False,Ronaldo de Assis Moreira,25879,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,43.6,1.3,Right,Mid,Mid-Right,0,,,,,,69182_82_56
68360,La Liga,2007/2008,2008-02-24,Barcelona,Levante UD,5,1,Regular Season,40,46,1,False,Rahamat Riga Mustapha,26181,Levante UD,,Right Foot,Normal,Goal,0.7835,120.0,36.8,0.2,Left,Low,Bottom-Left,0,,,,,,68360_40_46
68365,La Liga,2007/2008,2008-03-01,Atlético Madrid,Barcelona,4,2,Regular Season,61,19,2,False,Diego Forlán Corazo,26199,Atlético Madrid,,Right Foot,Normal,Goal,0.7835,120.0,41.8,0.2,Right,Low,Bottom-Right,0,,,,,,68365_61_19
69141,La Liga,2007/2008,2008-05-04,Barcelona,Valencia,6,0,Regular Season,5,2,1,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,41.8,0.2,Right,Low,Bottom-Right,0,,,,,,69141_5_2
68361,La Liga,2007/2008,2008-05-07,Real Madrid,Barcelona,4,1,Regular Season,77,42,2,False,Ruud van Nistelrooy,19729,Real Madrid,,Right Foot,Normal,Goal,0.7835,120.0,43.6,0.4,Right,Low,Bottom-Right,0,,,,,,68361_77_42
69186,La Liga,2007/2008,2008-05-17,Real Murcia CF,Barcelona,3,5,Regular Season,80,39,2,False,Iván Daniel Alonso Vallejo,26243,Real Murcia CF,,Left Foot,Normal,Goal,0.7835,120.0,41.5,2.0,Right,High,Top-Right,0,,,,,,69186_80_39
69215,La Liga,2008/2009,2008-09-13,Barcelona,Racing Santander,1,1,Regular Season,70,36,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,37.2,0.2,Left,Low,Bottom-Left,0,,,,,,69215_70_36
69211,La Liga,2008/2009,2008-09-27,Espanyol,Barcelona,1,2,Regular Season,98,6,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,42.5,0.0,Right,Low,Bottom-Right,0,,,,,,69211_98_6
69212,La Liga,2008/2009,2008-10-04,Barcelona,Atlético Madrid,6,1,Regular Season,5,7,1,False,Samuel Eto''o Fils,19298,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,36.4,0.2,Left,Low,Bottom-Left,0,,,,,,69212_5_7
69225,La Liga,2008/2009,2008-12-13,Barcelona,Real Madrid,2,0,Regular Season,69,39,2,False,Samuel Eto''o Fils,19298,Barcelona,Iker Casillas Fernández,Right Foot,Normal,Saved,0.7835,119.8,43.4,0.5,Right,Low,Bottom-Right,1,0.3,0.2,0.0,0.0,0.1,69225_69_39
69183,La Liga,2008/2009,2009-01-17,Barcelona,RC Deportivo La Coruña,5,0,Regular Season,86,6,2,False,Samuel Eto''o Fils,19298,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,36.5,1.7,Left,Mid,Mid-Left,0,,,,,,69183_86_6
69209,La Liga,2008/2009,2009-02-01,Racing Santander,Barcelona,1,2,Regular Season,55,3,2,False,Nikola Žigić,26074,Racing Santander,,Right Foot,Normal,Goal,0.7835,120.0,36.7,0.0,Left,Low,Bottom-Left,0,,,,,,69209_55_3
69195,La Liga,2008/2009,2009-02-14,Real Betis,Barcelona,2,2,Regular Season,47,27,1,False,Samuel Eto''o Fils,19298,Barcelona,,Right Foot,Normal,Saved,0.7835,119.4,37.4,0.6,Left,Low,Bottom-Left,0,,,,,,69195_47_27
69185,La Liga,2008/2009,2009-03-01,Atlético Madrid,Barcelona,4,3,Regular Season,78,57,2,False,Diego Forlán Corazo,26199,Atlético Madrid,,Right Foot,Normal,Goal,0.7835,120.0,36.7,0.9,Left,Mid,Mid-Left,0,,,,,,69185_78_57
69216,La Liga,2008/2009,2009-03-07,Barcelona,Athletic Club,2,0,Regular Season,31,2,1,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,37.3,1.5,Left,Mid,Mid-Left,0,,,,,,69216_31_2
69222,La Liga,2008/2009,2009-04-11,Barcelona,Recreativo Huelva,2,0,Regular Season,80,51,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Saved,0.7835,119.4,37.9,0.2,Left,Low,Bottom-Left,0,,,,,,69222_80_51
69217,La Liga,2008/2009,2009-05-10,Barcelona,Villarreal,3,3,Regular Season,77,18,2,False,Matías Ariel Fernández Fernández,26192,Villarreal,,Right Foot,Normal,Goal,0.7835,120.0,36.0,2.0,Left,High,Top-Left,0,,,,,,69217_77_18
69250,La Liga,2009/2010,2009-11-07,Barcelona,Mallorca,4,2,Regular Season,86,57,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,44.0,0.4,Right,Low,Bottom-Right,0,,,,,,69250_86_57
69240,La Liga,2009/2010,2010-02-06,Barcelona,Getafe,2,1,Regular Season,93,1,2,False,Roberto Soldado Rillo,26009,Getafe,,Right Foot,Normal,Goal,0.7835,120.0,38.5,0.1,Left,Low,Bottom-Left,0,,,,,,69240_93_1
69227,La Liga,2009/2010,2010-03-21,Real Zaragoza,Barcelona,2,4,Regular Season,90,36,2,False,Zlatan Ibrahimović,3672,Barcelona,,Right Foot,Normal,Goal,0.7835,120.0,36.8,0.3,Left,Low,Bottom-Left,0,,,,,,69227_90_36
69286,La Liga,2010/2011,2010-08-29,Racing Santander,Barcelona,0,3,Regular Season,35,1,1,False,Mohamed Gasana Tchité,26490,Racing Santander,,Right Foot,Normal,Saved,0.7835,119.3,37.0,1.3,Left,Mid,Mid-Left,0,,,,,,69286_35_1
69270,La Liga,2010/2011,2010-11-07,Getafe,Barcelona,1,3,Regular Season,69,30,2,False,Manuel del Moral Fernández,24507,Getafe,,Right Foot,Normal,Goal,0.7835,120.0,36.5,1.0,Left,Mid,Mid-Left,0,,,,,,69270_69_30
69307,La Liga,2010/2011,2010-12-04,Osasuna,Barcelona,0,3,Regular Season,83,0,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,43.5,0.0,Right,Low,Bottom-Right,0,,,,,,69307_83_0
69295,La Liga,2010/2011,2011-01-22,Barcelona,Racing Santander,3,0,Regular Season,32,44,1,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,43.4,0.1,Right,Low,Bottom-Right,0,,,,,,69295_32_44
69282,La Liga,2010/2011,2011-02-20,Barcelona,Athletic Club,2,1,Regular Season,49,55,2,False,Andoni Iraola Sagarna,26031,Athletic Club,,Right Foot,Normal,Goal,0.7835,120.0,43.2,0.4,Right,Low,Bottom-Right,0,,,,,,69282_49_55
69305,La Liga,2010/2011,2011-04-09,Barcelona,Almería,3,1,Regular Season,52,50,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,42.1,0.8,Right,Low,Bottom-Right,0,,,,,,69305_52_50
69245,La Liga,2010/2011,2011-04-16,Real Madrid,Barcelona,1,1,Regular Season,52,4,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,41.7,1.3,Right,Mid,Mid-Right,0,,,,,,69245_52_4
69245,La Liga,2010/2011,2011-04-16,Real Madrid,Barcelona,1,1,Regular Season,81,39,2,False,Cristiano Ronaldo dos Santos Aveiro,5207,Real Madrid,,Right Foot,Normal,Goal,0.7835,120.0,43.2,0.9,Right,Mid,Mid-Right,0,,,,,,69245_81_39
69246,La Liga,2010/2011,2011-04-30,Real Sociedad,Barcelona,2,1,Regular Season,81,29,2,False,Xabier Prieto Argarate,6690,Real Sociedad,,Right Foot,Normal,Goal,0.7835,120.0,39.1,1.5,Center,Mid,Mid-Center,0,,,,,,69246_81_29
69329,La Liga,2011/2012,2011-10-22,Barcelona,Sevilla,0,0,Regular Season,94,40,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,Javier Varas Herrera,Left Foot,Normal,Saved,0.7835,119.4,43.3,0.9,Right,Mid,Mid-Right,1,0.9,0.0,0.0,0.0,0.3,69329_94_40
69314,La Liga,2011/2012,2011-10-29,Barcelona,Mallorca,5,0,Regular Season,12,51,1,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,42.9,2.3,Right,High,Top-Right,0,,,,,,69314_12_51
69327,La Liga,2011/2012,2012-01-15,Barcelona,Real Betis,4,2,Regular Season,85,32,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,38.0,1.3,Left,Mid,Mid-Left,0,,,,,,69327_85_32
69322,La Liga,2011/2012,2012-03-11,Racing Santander,Barcelona,0,2,Regular Season,55,47,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,42.5,0.2,Right,Low,Bottom-Right,0,,,,,,69322_55_47
70225,La Liga,2011/2012,2012-03-20,Barcelona,Granada,5,3,Regular Season,61,44,2,False,Guilherme Magdalena Siqueira,26780,Granada,,Left Foot,Normal,Goal,0.7835,120.0,38.0,0.2,Left,Low,Bottom-Left,0,,,,,,70225_61_44
70225,La Liga,2011/2012,2012-03-20,Barcelona,Granada,5,3,Regular Season,88,54,2,False,Guilherme Magdalena Siqueira,26780,Granada,,Left Foot,Lob,Goal,0.7835,120.0,43.6,0.2,Right,Low,Bottom-Right,0,,,,,,70225_88_54
69323,La Liga,2011/2012,2012-03-31,Barcelona,Athletic Club,2,0,Regular Season,57,51,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,43.2,0.2,Right,Low,Bottom-Right,0,,,,,,69323_57_51
70219,La Liga,2011/2012,2012-04-07,Real Zaragoza,Barcelona,1,4,Regular Season,23,30,1,False,Ángel Lafita Castillo,26020,Real Zaragoza,Víctor Valdés Arribas,Right Foot,Normal,Saved,0.7835,119.0,42.7,0.5,Right,Low,Bottom-Right,1,0.0,0.6,0.0,0.0,-0.2,70219_23_30
70219,La Liga,2011/2012,2012-04-07,Real Zaragoza,Barcelona,1,4,Regular Season,85,5,2,False,Lionel Andrés Messi Cuccittini,5503,Barcelona,,Left Foot,Normal,Goal,0.7835,120.0,38.8,1.9,Center,High,Top-Center,0,,,,,,70219_85_5
